,individual,language_indiv,filename,TGT,OTH,prev_phone,next_phone,TGT_item,OTH_item,X_item,speaker_tgt_oth,speaker_x,TGT_first,correct_answer,binarized_answer,nb_stimuli,TGT_first_code,language_indiv_code,language_stimuli,language_stimuli_code
186,1,french,TU_TRIP700_1,y,u,f,z,TU123,TU99,TU235,TU-participant4,TU-participant1,True,-1,-1,6,1,1,TU,5
187,1,french,FR_TRIP36193_0,i,y,z,f,FR4405,FR4332,FR3827,FR-participant8,FR-participant5,False,3,1,7,0,1,FR,0
188,1,french,BR_TRIP51876_1,ẽ,õ,t,t,BR771,BR699,BR872,BR-participant1,BR-participant5,True,2,1,8,1,1,BR,2
189,1,french,GR_TRIP2181_0,ɪ,ʏ,ɡ,s,GR188,GR209,GR750,GR-participant2,GR-participant5,False,3,1,9,0,1,GR,3
190,1,french,EN_TRIP12623_1,ɪ,i,f,s,EN2436,EN2503,EN411,EN-participant5,EN-participant2,True,3,1,10,1,1,EN,1
191,1,french,ES_TRIP28920_0,y:,ø:,s,t,ES192,ES165,ES312,ES-participant3,ES-participant5,False,3,1,11,0,1,ES,6
192,1,french,FR_TRIP76104_1,ɔ,o,f,f,FR3609,FR3409,FR2004,FR-participant5,FR-participant3,True,3,1,12,1,1,FR,0
193,1,french,BR_TRIP66322_0,ɛ,i,d,s,BR748,BR741,BR927,BR-participant1,BR-participant5,False,3,1,13,0,1,BR,2
194,1,french,GL_TRIP702_1,aː,a,p,p,GLO6,GLO108,GLO97,S05M,S01F,True,1,1,14,1,1,GL,4
195,1,french,TU_TRIP7208_0,ɯ,u,t,s,TU53,TU34,TU129,TU-participant2,TU-participant4,False,-3,-1,15,0,1,TU,5
196,1,french,BR_TRIP14623_1,ĩ,e,z,b,BR580,BR494,BR304,BR-participant3,BR-participant4,True,2,1,16,1,1,BR,2
197,1,french,ES_TRIP17553_0,i:,æ:,m,v,ES341,ES331,ES149,ES-participant5,ES-participant3,False,2,1,17,0,1,ES,6
198,1,french,GR_TRIP59331_0,yː,aː,f,t,GR295,GR316,GR441,GR-participant4,GR-participant3,False,3,1,18,0,1,GR,3
199,1,french,EN_TRIP27528_1,ʌ,æ,z,f,EN897,EN983,EN2674,EN-participant4,EN-participant8,True,3,1,19,1,1,EN,1
200,1,french,BR_TRIP15003_1,ũ,ẽ,z,b,BR600,BR550,BR663,BR-participant3,BR-participant1,True,3,1,20,1,1,BR,2
201,1,french,FR_TRIP12660_0,œ,o,f,f,FR2074,FR2192,FR3566,FR-participant3,FR-participant5,False,3,1,21,0,1,FR,0
202,1,french,BR_TRIP20768_0,ɐ̃,õ,l,s,BR475,BR567,BR764,BR-participant3,BR-participant1,False,-2,-1,22,0,1,BR,2
203,1,french,GR_TRIP18299_0,iː,ʏ,f,t,GR403,GR511,GR121,GR-participant3,GR-participant6,False,3,1,23,0,1,GR,3
204,1,french,ES_TRIP33047_0,ø:,æ:,l,s,ES267,ES235,ES66,ES-participant1,ES-participant2,False,3,1,24,0,1,ES,6
205,1,french,TU_TRIP11883_1,ɯ,i,t,s,TU228,TU220,TU160,TU-participant1,TU-participant3,True,-2,-1,25,1,1,TU,5
206,1,french,EN_TRIP7308_1,æ,ɪ,z,f,EN2017,EN2197,EN535,EN-participant7,EN-participant2,True,3,1,26,1,1,EN,1
207,1,french,FR_TRIP57001_1,ɔ,œ,f,f,FR1456,FR1615,FR4475,FR-participant4,FR-participant8,True,1,1,27,1,1,FR,0
208,1,french,BR_TRIP64101_1,u,o,k,s,BR834,BR718,BR112,BR-participant1,BR-participant2,True,2,1,28,1,1,BR,2
209,1,french,GR_TRIP77222_0,ʊ,ʏ,f,s,GR708,GR666,GR236,GR-participant5,GR-participant2,False,3,1,29,0,1,GR,3
210,1,french,GL_TRIP1374_1,ɔ,o,g,g,GLO126,GLO114,GLO75,S04F,S03M,True,2,1,30,1,1,GL,4
211,1,french,EN_TRIP22267_0,ʊ,ʌ,z,b,EN648,EN456,EN203,EN-participant2,EN-participant6,False,2,1,31,0,1,EN,1
212,1,french,FR_TRIP65103_0,ɛ,ɛ̃,z,b,FR1563,FR1480,FR1812,FR-participant4,FR-participant3,False,3,1,32,0,1,FR,0
213,1,french,ES_TRIP36947_0,y:,ɤ:,m,v,ES246,ES244,ES57,ES-participant1,ES-participant2,False,-1,-1,33,0,1,ES,6
214,1,french,BR_TRIP2113_1,ũ,ɐ̃,m,d,BR170,BR52,BR334,BR-participant2,BR-participant4,True,2,1,34,1,1,BR,2
215,1,french,TU_TRIP5093_0,u,i,ʃ,t,TU136,TU179,TU248,TU-participant3,TU-participant1,False,3,1,35,0,1,TU,5
216,1,french,GR_TRIP38022_1,aː,ʏ,b,s,GR602,GR547,GR658,GR-participant1,GR-participant5,True,1,1,36,1,1,GR,3
217,1,french,BR_TRIP27614_1,o,ɔ,z,f,BR1005,BR1057,BR394,BR-participant5,BR-participant4,True,1,1,37,1,1,BR,2
218,1,french,GL_TRIP1189_1,ɛ,i,g,g,GLO59,GLO133,GLO148,S05M,S02M,True,1,1,38,1,1,GL,4
219,1,french,TU_TRIP6672_0,i,y,t,s,TU45,TU48,TU77,TU-participant2,TU-participant4,False,-1,-1,39,0,1,TU,5
220,1,french,FR_TRIP76049_1,e,ɛ,f,f,FR3553,FR3742,FR1930,FR-participant5,FR-participant3,True,-2,-1,40,1,1,FR,0
221,1,french,EN_TRIP6872_0,eɪ,ɛ,z,b,EN1950,EN2085,EN1009,EN-participant7,EN-participant4,False,2,1,41,0,1,EN,1
222,1,french,ES_TRIP20536_0,ø:,ɤ:,m,v,ES78,ES136,ES339,ES-participant4,ES-participant5,False,-3,-1,42,0,1,ES,6
223,1,french,GR_TRIP11438_1,iː,yː,z,t,GR217,GR182,GR719,GR-participant2,GR-participant5,True,3,1,43,1,1,GR,3
224,1,french,TU_TRIP10257_1,y,œ,d,ʃ,TU261,TU250,TU158,TU-participant1,TU-participant3,True,3,1,44,1,1,TU,5
225,1,french,BR_TRIP49015_0,õ,ĩ,l,g,BR851,BR689,BR973,BR-participant1,BR-participant5,False,3,1,45,0,1,BR,2
226,1,french,BR_TRIP48178_1,e,i,s,p,BR284,BR385,BR931,BR-participant4,BR-participant5,True,2,1,46,1,1,BR,2
227,1,french,GR_TRIP10332_0,ʏ,øː,l,t,GR156,GR251,GR31,GR-participant2,GR-participant6,False,3,1,47,0,1,GR,3
228,1,french,FR_TRIP69894_1,ɔ,u,z,f,FR2655,FR2308,FR1021,FR-participant1,FR-participant2,True,-3,-1,48,1,1,FR,0
229,1,french,EN_TRIP28712_0,u,ɑ,f,s,EN837,EN856,EN237,EN-participant4,EN-participant6,False,3,1,49,0,1,EN,1
230,1,french,ES_TRIP7793_1,ɤ:,a:,l,s,ES31,ES35,ES268,ES-participant2,ES-participant1,True,3,1,50,1,1,ES,6
231,1,french,GL_TRIP1510_0,e,ɛ,f,f,GLO33,GLO143,GLO55,S04F,S03M,False,3,1,51,0,1,GL,4
232,1,french,ES_TRIP10846_1,y:,æ:,s,t,ES312,ES313,ES96,ES-participant5,ES-participant4,True,3,1,52,1,1,ES,6
233,1,french,BR_TRIP8853_0,ĩ,ẽ,s,t,BR159,BR142,BR265,BR-participant2,BR-participant4,False,3,1,53,0,1,BR,2
234,1,french,EN_TRIP6587_1,ʌ,ɑ,b,f,EN2178,EN1922,EN454,EN-participant7,EN-participant2,True,-2,-1,54,1,1,EN,1
235,1,french,ES_TRIP7926_0,i:,ɤ:,l,s,ES20,ES31,ES221,ES-participant2,ES-participant1,False,3,1,55,0,1,ES,6
236,1,french,FR_TRIP36081_1,ɑ̃,ɛ̃,z,f,FR4274,FR4206,FR456,FR-participant8,FR-participant6,True,-1,-1,56,1,1,FR,0
237,1,french,BR_TRIP26432_0,ũ,u,m,d,BR901,BR1043,BR703,BR-participant5,BR-participant1,False,-1,-1,57,0,1,BR,2
238,1,french,GR_TRIP61485_1,ʊ,uː,f,s,GR262,GR308,GR542,GR-participant4,GR-participant1,True,-1,-1,58,1,1,GR,3
239,1,french,GR_TRIP66682_0,yː,ʏ,ts,k,GR299,GR358,GR184,GR-participant4,GR-participant2,False,3,1,59,0,1,GR,3
240,1,french,BR_TRIP38004_1,ɐ̃,a,k,b,BR254,BR361,BR478,BR-participant4,BR-participant3,True,-3,-1,60,1,1,BR,2
241,1,french,EN_TRIP17137_0,æ,ɑ,z,b,EN2816,EN2720,EN1692,EN-participant8,EN-participant1,False,-3,-1,61,0,1,EN,1
242,1,french,FR_TRIP12333_1,ɑ̃,ɔ̃,f,f,FR1771,FR2137,FR1137,FR-participant3,FR-participant4,True,1,1,62,1,1,FR,0
243,1,french,EN_TRIP39874_0,ɪ,ʊ,z,b,EN1569,EN1727,EN295,EN-participant1,EN-participant6,False,3,1,63,0,1,EN,1
244,1,french,BR_TRIP20488_1,i,ĩ,s,p,BR454,BR558,BR710,BR-participant3,BR-participant1,True,1,1,64,1,1,BR,2
245,1,french,BR_TRIP64909_0,ɐ̃,ẽ,k,s,BR784,BR842,BR943,BR-participant1,BR-participant5,False,3,1,65,0,1,BR,2
246,1,french,FR_TRIP17398_1,ø,ɔ,z,f,FR1834,FR2219,FR3968,FR-participant3,FR-participant5,True,3,1,66,1,1,FR,0
247,1,french,FR_TRIP65129_0,œ,ø,z,b,FR1599,FR1230,FR4446,FR-participant4,FR-participant8,False,-3,-1,67,0,1,FR,0
248,1,french,ES_TRIP13149_0,y:,i:,l,s,ES306,ES317,ES222,ES-participant5,ES-participant1,False,-3,-1,68,0,1,ES,6
249,1,french,GR_TRIP55733_1,iː,ɪ,ɡ,s,GR276,GR303,GR488,GR-participant4,GR-participant3,True,3,1,69,1,1,GR,3
250,1,french,BR_TRIP58421_0,e,ɛ,f,s,BR755,BR732,BR493,BR-participant1,BR-participant3,False,3,1,70,0,1,BR,2
251,1,french,ES_TRIP27779_1,æ:,a:,m,v,ES187,ES212,ES58,ES-participant3,ES-participant2,True,3,1,71,1,1,ES,6
252,1,french,BR_TRIP38679_1,ũ,õ,k,b,BR431,BR420,BR521,BR-participant4,BR-participant3,True,1,1,72,1,1,BR,2
253,1,french,BR_TRIP56166_0,ĩ,ũ,z,b,BR687,BR673,BR504,BR-participant1,BR-participant3,False,-1,-1,73,0,1,BR,2
254,1,french,FR_TRIP54809_0,ɛ̃,e,f,f,FR126,FR564,FR3111,FR-participant6,FR-participant7,False,3,1,74,0,1,FR,0
255,1,french,GR_TRIP69541_1,uː,yː,f,t,GR752,GR686,GR576,GR-participant5,GR-participant1,True,3,1,75,1,1,GR,3
256,1,french,TU_TRIP5803_1,œ,ɯ,p,t,TU194,TU175,TU36,TU-participant3,TU-participant2,True,1,1,76,1,1,TU,5
257,1,french,GL_TRIP2122_0,e,i,p,p,GLO103,GLO138,GLO2,S01F,S03M,False,2,1,77,0,1,GL,4
258,1,french,TU_TRIP775_0,y,ɯ,f,z,TU110,TU84,TU16,TU-participant4,TU-participant2,False,3,1,78,0,1,TU,5
259,1,french,GR_TRIP79206_0,ʏ,øː,n,t,GR712,GR736,GR546,GR-participant5,GR-participant1,False,3,1,79,0,1,GR,3
260,1,french,GR_TRIP27732_0,yː,iː,f,t,GR597,GR572,GR280,GR-participant1,GR-participant4,False,3,1,80,0,1,GR,3
261,1,french,ES_TRIP8868_0,æ:,y:,l,s,ES70,ES33,ES127,ES-participant2,ES-participant4,False,3,1,81,0,1,ES,6
262,1,french,ES_TRIP10707_1,y:,i:,s,t,ES288,ES299,ES216,ES-participant5,ES-participant1,True,3,1,82,1,1,ES,6
263,1,french,BR_TRIP66562_1,i,ɛ,d,s,BR758,BR731,BR496,BR-participant1,BR-participant3,True,-3,-1,83,1,1,BR,2
264,1,french,BR_TRIP25023_0,ẽ,ĩ,z,b,BR871,BR1025,BR256,BR-participant5,BR-participant4,False,1,1,84,0,1,BR,2
265,1,french,ES_TRIP27047_0,i:,ɤ:,m,v,ES149,ES148,ES56,ES-participant3,ES-participant2,False,3,1,85,0,1,ES,6
266,1,french,TU_TRIP3697_0,y,u,f,z,TU167,TU143,TU16,TU-participant3,TU-participant2,False,3,1,86,0,1,TU,5
267,1,french,BR_TRIP48561_0,e,ĩ,s,k,BR369,BR309,BR446,BR-participant4,BR-participant3,False,2,1,87,0,1,BR,2
268,1,french,BR_TRIP2928_1,a,ɐ̃,t,t,BR72,BR3,BR729,BR-participant2,BR-participant1,True,3,1,88,1,1,BR,2
269,1,french,BR_TRIP8114_1,ɐ̃,ĩ,s,t,BR51,BR153,BR788,BR-participant2,BR-participant1,True,2,1,89,1,1,BR,2
270,1,french,EN_TRIP27490_1,i,ɪ,z,f,EN814,EN962,EN22,EN-participant4,EN-participant6,True,3,1,90,1,1,EN,1
271,1,french,ES_TRIP29181_1,æ:,ɤ:,s,t,ES169,ES154,ES289,ES-participant3,ES-participant5,True,-2,-1,91,1,1,ES,6
272,1,french,BR_TRIP45910_1,õ,ɔ,k,s,BR421,BR342,BR514,BR-participant4,BR-participant3,True,-2,-1,92,1,1,BR,2
273,1,french,ES_TRIP17724_1,y:,ø:,m,v,ES342,ES339,ES150,ES-participant5,ES-participant3,True,3,1,93,1,1,ES,6
274,1,french,GR_TRIP9669_1,ʊ,ʏ,f,t,GR196,GR243,GR263,GR-participant2,GR-participant4,True,2,1,94,1,1,GR,3
275,1,french,FR_TRIP49305_0,ɔ,œ,z,b,FR37,FR178,FR4004,FR-participant6,FR-participant8,False,3,1,95,0,1,FR,0
276,1,french,ES_TRIP9916_0,ɤ:,y:,s,t,ES298,ES288,ES226,ES-participant5,ES-participant1,False,-2,-1,96,0,1,ES,6
277,1,french,GR_TRIP72121_1,ɪ,iː,f,t,GR725,GR672,GR447,GR-participant5,GR-participant3,True,-3,-1,97,1,1,GR,3
278,1,french,FR_TRIP17769_1,ɔ,ø,z,f,FR2219,FR1834,FR40,FR-participant3,FR-participant6,True,2,1,98,1,1,FR,0
279,1,french,TU_TRIP496_0,i,u,f,z,TU76,TU90,TU232,TU-participant4,TU-participant1,False,3,1,99,0,1,TU,5
280,1,french,GR_TRIP36149_0,ʏ,ɪ,f,s,GR566,GR557,GR354,GR-participant1,GR-participant4,False,2,1,100,0,1,GR,3
281,1,french,GL_TRIP1565_1,ɛ,i,f,f,GLO143,GLO84,GLO73,S04F,S05M,True,-3,-1,101,1,1,GL,4
282,1,french,EN_TRIP40722_1,u,ɑ,z,f,EN1866,EN1642,EN2538,EN-participant1,EN-participant5,True,2,1,102,1,1,EN,1
283,1,french,GR_TRIP71750_0,yː,ʏ,f,t,GR764,GR694,GR221,GR-participant5,GR-participant2,False,-1,-1,103,0,1,GR,3
284,1,french,GR_TRIP51492_0,uː,ʊ,z,t,GR75,GR25,GR407,GR-participant6,GR-participant3,False,-3,-1,104,0,1,GR,3
285,1,french,BR_TRIP20451_1,i,e,s,p,BR499,BR445,BR329,BR-participant3,BR-participant4,True,1,1,105,1,1,BR,2
286,1,french,FR_TRIP64782_1,ɔ,u,z,b,FR1303,FR1324,FR4004,FR-participant4,FR-participant8,True,3,1,106,1,1,FR,0
287,1,french,EN_TRIP2885_0,æ,ɑ,z,b,EN261,EN135,EN1450,EN-participant6,EN-participant3,False,-1,-1,107,0,1,EN,1
288,1,french,FR_TRIP69934_0,e,i,z,f,FR3460,FR3827,FR868,FR-participant1,FR-participant2,False,-1,-1,108,0,1,FR,0
289,1,french,ES_TRIP4101_0,æ:,ø:,m,v,ES46,ES54,ES247,ES-participant2,ES-participant1,False,3,1,109,0,1,ES,6
290,1,french,EN_TRIP36487_0,ʌ,ɑ,z,f,EN1514,EN1207,EN367,EN-participant3,EN-participant6,False,3,1,110,0,1,EN,1
291,1,french,EN_TRIP12320_1,ʊ,ɪ,z,f,EN2375,EN2530,EN1023,EN-participant5,EN-participant4,True,3,1,111,1,1,EN,1
292,1,french,ES_TRIP8100_0,i:,æ:,l,s,ES32,ES22,ES92,ES-participant2,ES-participant4,False,3,1,112,0,1,ES,6
293,1,french,BR_TRIP13927_0,ẽ,ɐ̃,t,t,BR551,BR616,BR301,BR-participant3,BR-participant4,False,3,1,113,0,1,BR,2
294,1,french,TU_TRIP9075_1,ɯ,i,ʃ,t,TU242,TU221,TU161,TU-participant1,TU-participant3,True,2,1,114,1,1,TU,5
295,1,french,BR_TRIP8628_1,ũ,ẽ,s,t,BR173,BR9,BR662,BR-participant2,BR-participant1,True,3,1,115,1,1,BR,2
296,1,french,EN_TRIP7163_1,ʌ,æ,z,b,EN2217,EN2014,EN1599,EN-participant7,EN-participant1,True,2,1,116,1,1,EN,1
297,1,french,FR_TRIP12710_0,y,i,f,f,FR2113,FR2254,FR1286,FR-participant3,FR-participant4,False,3,1,117,0,1,FR,0
298,1,french,BR_TRIP46404_1,u,o,s,b,BR242,BR395,BR909,BR-participant4,BR-participant5,True,-1,-1,118,1,1,BR,2
299,1,french,FR_TRIP30491_1,ɛ,ɛ̃,f,f,FR2928,FR3111,FR3742,FR-participant7,FR-participant5,True,1,1,119,1,1,FR,0
300,1,french,BR_TRIP26667_1,u,ũ,m,d,BR942,BR955,BR246,BR-participant5,BR-participant4,True,-3,-1,120,1,1,BR,2
301,1,french,FR_TRIP30529_0,ø,œ,f,f,FR2971,FR3032,FR2642,FR-participant7,FR-participant1,False,1,1,121,0,1,FR,0
302,1,french,ES_TRIP28043_1,a:,æ:,m,v,ES188,ES187,ES59,ES-participant3,ES-participant2,True,3,1,122,1,1,ES,6
303,1,french,BR_TRIP31959_0,õ,ĩ,l,s,BR888,BR876,BR656,BR-participant5,BR-participant1,False,3,1,123,0,1,BR,2
304,1,french,FR_TRIP82056_1,o,œ,z,b,FR3528,FR3951,FR3256,FR-participant5,FR-participant7,True,3,1,124,1,1,FR,0
305,1,french,ES_TRIP7083_0,ø:,ɤ:,l,s,ES66,ES31,ES90,ES-participant2,ES-participant4,False,3,1,125,0,1,ES,6
306,1,french,ES_TRIP22629_0,ɤ:,a:,s,t,ES85,ES89,ES286,ES-participant4,ES-participant5,False,3,1,126,0,1,ES,6
307,1,french,TU_TRIP5838_1,y,œ,p,t,TU170,TU146,TU7,TU-participant3,TU-participant2,True,3,1,127,1,1,TU,5
308,1,french,GR_TRIP79817_1,iː,ʏ,b,s,GR673,GR692,GR592,GR-participant5,GR-participant1,True,3,1,128,1,1,GR,3
309,1,french,BR_TRIP47518_0,ũ,ɐ̃,s,t,BR433,BR251,BR573,BR-participant4,BR-participant3,False,-1,-1,129,0,1,BR,2
310,1,french,BR_TRIP46062_1,õ,ɐ̃,k,s,BR421,BR402,BR514,BR-participant4,BR-participant3,True,2,1,130,1,1,BR,2
311,1,french,FR_TRIP8096_0,o,ɔ,z,f,FR803,FR1021,FR1644,FR-participant2,FR-participant4,False,2,1,131,0,1,FR,0
312,1,french,EN_TRIP3927_0,ʊ,ʌ,t,s,EN31,EN250,EN1164,EN-participant6,EN-participant3,False,1,1,132,0,1,EN,1
313,1,french,EN_TRIP22888_0,u,ʊ,z,f,EN688,EN651,EN2756,EN-participant2,EN-participant8,False,1,1,133,0,1,EN,1
314,1,french,BR_TRIP57448_1,e,ɛ,t,ʃ,BR817,BR813,BR933,BR-participant1,BR-participant5,True,-1,-1,134,1,1,BR,2
315,1,french,EN_TRIP24012_1,ɪ,æ,f,s,EN411,EN469,EN193,EN-participant2,EN-participant6,True,3,1,135,1,1,EN,1
316,1,french,EN_TRIP37232_0,eɪ,ɛ,f,s,EN1616,EN1801,EN2843,EN-participant1,EN-participant8,False,3,1,136,0,1,EN,1
317,1,french,BR_TRIP15595_1,ɔ,o,t,f,BR459,BR528,BR825,BR-participant3,BR-participant1,True,2,1,137,1,1,BR,2
318,1,french,GL_TRIP51_0,ɛ,e,p,p,GLO39,GLO2,GLO57,S03M,S07F,False,3,1,138,0,1,GL,4
319,1,french,BR_TRIP65341_0,õ,ẽ,l,s,BR656,BR839,BR167,BR-participant1,BR-participant2,False,3,1,139,0,1,BR,2
320,1,french,GR_TRIP80014_0,yː,aː,b,s,GR763,GR706,GR466,GR-participant5,GR-participant3,False,3,1,140,0,1,GR,3
321,1,french,TU_TRIP10080_1,œ,ɯ,d,ʃ,TU250,TU200,TU72,TU-participant1,TU-participant4,True,3,1,141,1,1,TU,5
322,1,french,GR_TRIP12279_1,yː,øː,ts,k,GR138,GR256,GR284,GR-participant2,GR-participant4,True,-3,-1,142,1,1,GR,3
323,1,french,FR_TRIP65023_1,ɛ̃,e,z,b,FR1480,FR1623,FR4203,FR-participant4,FR-participant8,True,3,1,143,1,1,FR,0
324,1,french,BR_TRIP48889_1,i,ĩ,s,k,BR373,BR309,BR992,BR-participant4,BR-participant5,True,1,1,144,1,1,BR,2
325,1,french,FR_TRIP12478_0,e,ɛ,f,f,FR1930,FR1828,FR1685,FR-participant3,FR-participant4,False,2,1,145,0,1,FR,0
326,1,french,TU_TRIP8137_1,ɯ,u,ʃ,t,TU11,TU29,TU117,TU-participant2,TU-participant4,True,-1,-1,146,1,1,TU,5
327,1,french,GL_TRIP2320_0,i,e,g,g,GLO99,GLO80,GLO69,S07F,S03M,False,2,1,147,0,1,GL,4
328,1,french,TU_TRIP6364_1,ɯ,y,f,z,TU9,TU16,TU172,TU-participant2,TU-participant3,True,-2,-1,148,1,1,TU,5
329,1,french,FR_TRIP50072_0,ɑ̃,ɔ̃,z,b,FR453,FR80,FR4271,FR-participant6,FR-participant8,False,3,1,149,0,1,FR,0
330,1,french,GR_TRIP16752_1,aː,ʏ,f,t,GR387,GR430,GR258,GR-participant3,GR-participant4,True,3,1,150,1,1,GR,3
331,1,french,BR_TRIP47615_0,ũ,ĩ,s,t,BR337,BR416,BR173,BR-participant4,BR-participant2,False,3,1,151,0,1,BR,2
332,1,french,FR_TRIP76325_1,ɑ̃,ɛ̃,f,f,FR3795,FR3486,FR1771,FR-participant5,FR-participant3,True,-2,-1,152,1,1,FR,0
333,1,french,GL_TRIP1354_0,aː,a,g,g,GLO50,GLO156,GLO150,S04F,S03M,False,3,1,153,0,1,GL,4
334,1,french,GR_TRIP68833_1,yː,uː,z,t,GR680,GR727,GR182,GR-participant5,GR-participant2,True,-2,-1,154,1,1,GR,3
335,1,french,GL_TRIP975_1,o,ɔ,f,f,GLO125,GLO61,GLO60,S05M,S02M,True,2,1,155,1,1,GL,4
336,1,french,TU_TRIP2273_0,i,y,ʃ,t,TU78,TU81,TU256,TU-participant4,TU-participant1,False,-3,-1,156,0,1,TU,5
337,1,french,BR_TRIP32507_0,õ,ũ,s,t,BR899,BR958,BR701,BR-participant5,BR-participant1,False,3,1,157,0,1,BR,2
338,1,french,BR_TRIP40560_1,õ,ũ,m,d,BR333,BR277,BR519,BR-participant4,BR-participant3,True,3,1,158,1,1,BR,2
339,1,french,BR_TRIP65882_0,ẽ,ĩ,l,s,BR839,BR845,BR1020,BR-participant1,BR-participant5,False,3,1,159,0,1,BR,2
340,1,french,FR_TRIP57135_1,o,œ,f,f,FR1657,FR1615,FR2192,FR-participant4,FR-participant3,True,1,1,160,1,1,FR,0
341,1,french,GR_TRIP25169_0,ʏ,øː,l,t,GR399,GR481,GR356,GR-participant3,GR-participant4,False,3,1,161,0,1,GR,3
342,1,french,FR_TRIP66169_1,ɛ̃,e,z,f,FR1483,FR1626,FR1965,FR-participant4,FR-participant3,True,3,1,162,1,1,FR,0
343,1,french,BR_TRIP10977_0,ĩ,i,s,p,BR152,BR99,BR264,BR-participant2,BR-participant4,False,1,1,163,0,1,BR,2
344,1,french,EN_TRIP27229_1,ɪ,ʊ,z,b,EN959,EN1020,EN2194,EN-participant4,EN-participant7,True,3,1,164,1,1,EN,1
345,1,french,TU_TRIP11776_0,ɯ,u,t,s,TU228,TU203,TU173,TU-participant1,TU-participant3,False,-1,-1,165,0,1,TU,5
346,1,french,EN_TRIP36350_0,i,ɪ,z,f,EN1355,EN1240,EN2867,EN-participant3,EN-participant8,False,3,1,166,0,1,EN,1
347,1,french,BR_TRIP65433_1,õ,ĩ,l,s,BR700,BR688,BR567,BR-participant1,BR-participant3,True,3,1,167,1,1,BR,2
348,1,french,EN_TRIP37419_1,u,ɑ,f,s,EN1878,EN1806,EN2244,EN-participant1,EN-participant7,True,3,1,168,1,1,EN,1
349,1,french,GR_TRIP62168_0,iː,ʏ,f,s,GR292,GR326,GR489,GR-participant4,GR-participant3,False,-1,-1,169,0,1,GR,3
350,1,french,GR_TRIP42218_1,ɪ,iː,ɡ,s,GR49,GR37,GR637,GR-participant6,GR-participant1,True,3,1,170,1,1,GR,3
351,1,french,FR_TRIP8045_0,i,e,z,f,FR780,FR868,FR2450,FR-participant2,FR-participant1,False,1,1,171,0,1,FR,0
352,1,french,ES_TRIP30099_1,ɤ:,æ:,l,s,ES172,ES163,ES292,ES-participant3,ES-participant5,True,3,1,172,1,1,ES,6
353,2,french,BR_TRIP58134_1,ɛ,i,f,s,BR732,BR742,BR37,BR-participant1,BR-participant2,True,3,1,0,1,1,BR,2
354,2,french,FR_TRIP30692_0,ɛ̃,ɛ,f,f,FR3111,FR2928,FR126,FR-participant7,FR-participant6,False,1,1,1,0,1,FR,0
355,2,french,ES_TRIP9939_0,ɤ:,y:,s,t,ES310,ES288,ES154,ES-participant5,ES-participant3,False,1,1,2,0,1,ES,6
356,2,french,GR_TRIP12691_1,øː,yː,ts,k,GR172,GR138,GR85,GR-participant2,GR-participant6,True,-2,-1,3,1,1,GR,3
357,2,french,EN_TRIP3279_1,ɑ,ʌ,z,f,EN138,EN367,EN1207,EN-participant6,EN-participant3,True,1,1,4,1,1,EN,1
358,2,french,BR_TRIP53536_0,õ,ɐ̃,m,d,BR702,BR679,BR92,BR-participant1,BR-participant2,False,2,1,5,0,1,BR,2
359,2,french,FR_TRIP68901_1,ø,ɔ,z,b,FR2428,FR2652,FR1831,FR-participant1,FR-participant3,True,1,1,6,1,1,FR,0
360,2,french,TU_TRIP7359_0,u,y,t,s,TU34,TU48,TU135,TU-participant2,TU-participant3,False,1,1,7,0,1,TU,5
361,2,french,GL_TRIP2061_1,ɛ,e,p,p,GLO13,GLO103,GLO52,S01F,S05M,True,3,1,8,1,1,GL,4
362,2,french,BR_TRIP41881_0,ĩ,ẽ,z,b,BR304,BR256,BR60,BR-participant4,BR-participant2,False,2,1,9,0,1,BR,2
363,2,french,ES_TRIP24576_0,æ:,ɤ:,l,s,ES127,ES91,ES295,ES-participant4,ES-participant5,False,3,1,10,0,1,ES,6
364,2,french,GR_TRIP19838_0,yː,iː,f,t,GR492,GR461,GR66,GR-participant3,GR-participant6,False,3,1,11,0,1,GR,3
365,2,french,EN_TRIP7284_1,æ,ɑ,z,f,EN2017,EN1927,EN535,EN-participant7,EN-participant2,True,-2,-1,12,1,1,EN,1
366,2,french,ES_TRIP26597_1,ø:,y:,m,v,ES207,ES150,ES54,ES-participant3,ES-participant2,True,1,1,13,1,1,ES,6
367,2,french,BR_TRIP22802_0,ɐ̃,a,k,b,BR1050,BR1008,BR404,BR-participant5,BR-participant4,False,2,1,14,0,1,BR,2
368,2,french,TU_TRIP2254_1,i,u,ʃ,t,TU122,TU70,TU234,TU-participant4,TU-participant1,True,3,1,15,1,1,TU,5
369,2,french,FR_TRIP71714_0,ɛ,e,f,f,FR2856,FR2782,FR4511,FR-participant1,FR-participant8,False,-1,-1,16,0,1,FR,0
370,2,french,GR_TRIP77518_0,ʏ,aː,f,s,GR693,GR657,GR212,GR-participant5,GR-participant2,False,2,1,17,0,1,GR,3
371,2,french,BR_TRIP17821_0,o,ɔ,k,s,BR463,BR526,BR393,BR-participant3,BR-participant4,False,-1,-1,18,0,1,BR,2
372,2,french,EN_TRIP2742_1,eɪ,ɛ,z,b,EN102,EN141,EN1843,EN-participant6,EN-participant1,True,1,1,19,1,1,EN,1
